recipe_title,url,record_health,vote_count,rating,description,cuisine,course,diet,prep_time,cook_time,ingredients,instructions,author,tags,category
Spinach Ricotta filled Crepes with Pepper Cream Sauce,https://www.archanaskitchen.com/spinach-ricotta-filled-crepes-with-a-quick-cream-pepper-sauce,good,526,4.9296577946768,"Spinach and Ricotta Filled Crepes is a super simple and quick dinner recipe that can be made in just under an hour. The crepes are made healthy as they are made from whole wheat flour and oat flour and when filled with Spinach and ricotta makes it nutritious and filling too. I often use either tofu or even paneer in place of ricotta cheese making it just as tasty and delicious. I like to top my crepes with a very basic and quick cream sauce, but you can also optionally top it with some marinara sauce as well. If you like crepes, then you must try some of our classic favorites",French,Dinner,High Protein Vegetarian,20 M,30 M,Whole Eggs|Whole Wheat Flour|Oats Flour|Milk|Salt|Spinach Leaves (Palak)|Ricotta Cheese|Cumin powder (Jeera)|Salt|Extra Virgin Olive Oil|Fresh cream|Extra Virgin Olive Oil|Whole Black Peppercorns,"To begin making the Spinach Ricotta filled Crepes with Pepper Cream Sauce, first prep all the ingredients and keep them aside.|In a medium mixing bowl, whisk together the eggs, flour, milk, melted butter and salt until smooth and well combined.Cover and allow the batter to rest for at least half an hour.|While the crêpe batter is resting, we can proceed to make the sauce and the filling.Heat the olive oil in a large pan over medium heat.|Add in the chopped spinach and sauté on medium heat until the spinach is soft and cooked.Once cooked add in the ricotta cheese, salt and cumin powder.|Stir to combine well, turn off the heat and keep the filling aside.|In a heavy sauce pan, add in the cream, the olive oil, freshly pounded black pepper and salt. Stir all the ingredients together and bring the sauce to a boil.|The quick and easy cream sauce is ready.Place 1 teaspoon of vegetable oil in an 8-inch nonstick pan and rub it over the bottom and sides with a paper towel.|Heat the pan over medium heat and add a ladleful of the batter to the centre of the pan.Quickly lift the pan from the heat, tilting and rotating until the batter coats it completely in a thin circle.|As soon as the crêpe appears be cooked from the top in about 30 seconds, flip it over and cook for about 10 more seconds.|Once the crepe is cooked transfer to a plate and repeat the same process with the remaining batter. Stack the cooked crêpes on a plate.|Place one crêpe on a flat surface and spread a couple of large tablespoons of the spinach ricotta filling on one side, about 1 inch in from the edges.|Gently roll the crepe to form a tube, making sure the filling is evenly distributed. Place seam side down in the serving dish. Repeat the same process with the remaining crêpes.|Spoon creamy pepper sauce over the top and sprinkle with parmesan cheese.|Serve the Spinach Ricotta Crepes hot along with a glass of good wine for dinner.",Archana Doshi,Party Food Recipes|Spinach Recipes (Palak/Keerai)|Crepe Recipes,Continental Food Recipes
Caramelized Onion Tart with Ricotta Cheese Recipe,https://www.archanaskitchen.com/video-recipe-caramelized-onion-tart-with-ricotta-cheese,good,435,4.9954022988506,"Caramelized Onion Tart is a perfect combination for a pie crust and when topped with Ricotta Cheese and chilly flakes it adds to the zing of the tart. These Onion Tarts are flavored with rosemary and spiced up with chilli flakes. And the best part is they are made from a whole wheat pie crust, make them easier on the stomach. Make these onion tarts for your holiday parties and your guests will simply love them. If you love making tarts at home, you must try some of our other favorites",French,Appetizer,Vegetarian,120 M,30 M,Onions|Ricotta Cheese|Red Chilli flakes|Salt and Pepper|Extra Virgin Olive Oil,"To begin making the Caramelized Onion Tart with Ricotta Cheese Recipe preheat the oven to 180 C and grease a baking sheet with butter.|To make the onion tart, we will first need to caramelize the onions. Heat some olive oil in a heavy bottomed pan, add in the sliced onions, some salt and rosemary. Stir to combine the ingredient. Keep the heat moderately high, cover the pan and cook until, until softened, about 10 minutes stirring occasionally.|Once softened slightly, reduce the heat to moderately low and cook, until the onions are golden brown and caramelized - about 20 minutes longer. Make sure you keep stirring occasionally to prevent burning.|Once golden brown, remove from the heat and keep aside. Allow the onions to cool and set aside till you get the pie crust ready.|To make the pie crust: we will generously flour the work surface. Place the chilled pie crust on the flour and using the heel of your palms, press down the dough to make it flat and pulling it outward to stretch the dough. Now using a rolling pin roll out the dough to a large round of about quarter inch thickness.|Transfer the pie crust to the greased baking sheet. Spread the onions on the around the pie dough leaving a 1-1/2-inch border. Sprinkle more rosemary for flavor, this is purely optional. Finally we will Fold the edge of the dough up and over the filling|Place the tart in the preheated oven and bake for about 30 to 35 minutes, until the dough is richly browned on the bottom and sides.|We will now sprinkle the ricotta cheese and some generous amount of chilly flakes.|Cut the warm Caramelized Onion Tart with Ricotta Cheese into wedges and serve for your holiday parties.",Archana Doshi,Party Starter & Appetizer Recipes|Tart and Pie Recipes,Continental Food Recipes
Homemade Whole Wheat Crepes Recipe,https://www.archanaskitchen.com/whole-wheat-crepe-recipe,good,1769,4.9072922555116,"This Homemade Whole Wheat Crepe Recipe is a twist from the traditional crepe that is made it France. After watching crepes made first-hand at a Creperie on the streets of France, I have finally figured it out. This recipe uses whole wheat and eggs, but the result is a delicious and healthy crepe, which can be used as the base for     and     of crepes. Delicious, healthy and versatile, crepes are an excellent breakfast as well as brunch option.",French,,,10 M,30 M,Whole Wheat Flour|Sugar|Milk|Salt|Whole Eggs,"To begin making the whole wheat crepe recipe, first blend all the ingredients together in a blender until smooth.|Then strain the crepe mixture through a fine mesh sieve. Pouring the mix into a tall jug makes it easier to portion out the batter when making crepes on a hot pan.|Allow the crepe batter to rest at room temperature for about 15 to 20 minutes. This makes the crepes soft and fluffy.|To begin making the crepes, warm a crepe pan with a rim on a medium heat. Butter or oil it evenly. When the pan gets hot, pour just enough batter to cover the base, and start tilting and swirling the pan to spread the batter and make a thin film on the surface of the pan. This film should be as thin as possible, and if there is excess batter pour it back into the jug.|Once you make a couple of crepes, you will understand how much batter your need to pour for a single crepe. You could also use a measuring cup to pour the batter, so that way the subsequent times you will get it just right. These crepes gets cooked really quick and you need to cook it just until the bottom begins to get a little golden, then gently lift the edges and flip the crepe to cook on the other side for a few seconds.|Transfer the prepared whole wheat crepes to a platter and cover with a dome lid to keep warm and soft. Proceed the same way with the remaining batter and stack the crepes one on top of the other. Serve the crepes as desired. They can be used as the base for | | and | | of crepes and make excellent breakfast as well as brunch options.",Archana Doshi,Crepe Recipes,Basic & Advanced Cooking Techniques
Mango & Fruit Filled Creme Crepe Recipe,https://www.archanaskitchen.com/mango-creme-crepe-a-perfect-summer-breakfast,good,384,4.9270833333333,"The Mango & Fruit Filled Creme Crepe Recipe makes for a perfect summer breakfast or even a dessert for parties. These crepes are made from  , mangoes, fruits and cream. Mango & Fruit Fille Creme Crepe is healthy and super easy to make and is perfect to serve it for breakfast or even an after school snack or even a dessert when you have friends over. The crepes can be made ahead and refrigerated for a week and they stay well. Other recipes you can try with mango are:  ",French,World Breakfast,Vegetarian,20 M,15 M,Mango (Ripe)|Fresh fruits|Walnuts|Double Cream|Icing Sugar|Crepes,"To begin making the Mango & fruit-filled crepe recipe, first whip the cream along with the sugar until soft peaks form. Lay the | out on a flat dessert plate. Spread each crepe a dollop of whipped cream and top it with mangoes lengthwise in the center.|Lay the crepes out on a flat dessert plate. Spread each crepe a dollop of whipped cream and top it with mangoes & fruits lengthwise in the center.|Sprinkle some walnuts over it and fold the crepes from both sides to made a roll. Turn it around so that the seam faces the bottom. Repeat this with the remaining crepes.|Optionally you can add more whipped cream, mangoes and walnut to the top of this rolled up crepe.|Serve The Mango &  Fruit Filled Creme Crepe for breakfast, snack or dessert, your friends and family are sure to love you for this!",Archana Doshi,Crepe Recipes|Summer Recipe Ideas|Mango Recipes,Crepe Recipes
French Brioche Recipe (Savoury Version),https://www.archanaskitchen.com/french-brioche-recipe-savoury-version,good,666,4.9234234234234,"French dishes are all about techniques & flavors, and French Brioche Recipe (Savoury Version) is one of the favorites. Mastering a French recipe is not complex if you follow precise steps and techniques. Brioche is beautiful bread from the French cuisine usually shaped in many interesting shapes and has different stuffing/flavoring in it. Today’s brioche is savory bread shaped in the form of flower and is savoury at its best. Serve French Brioche Recipe (Savoury Version) along with tea or a cup of coffee. Here are a few more homemade bread recipes that you can also try",French,Snack,Eggetarian,180 M,70 M,All Purpose Flour (Maida)|Salt|Sugar|Whole Eggs|Milk|Milk|Sunflower Oil,"To prepare French Brioche Recipe (Savoury Version), Pour Luke warm milk in a bowl, add sugar and yeast into the milk and mix well. Leave it for 10 minutes until the mixture froths up to proof. If it does not froth, discard the mixture and make a new batch again.|Break the eggs into another bowl and beat them lightly. Set aside.|Mix flour and salt in a large mixing bowl. Make a depression in the center, pour in the eggs, melted butter and yeast mixture. Knead into smooth dough by adding additional water until pliable and soft.|Transfer the dough to a clean surface, dust little flour and knead for about 20 minutes until the dough is smooth and shiny.|Make a ball, and transfer to the same bowl in which you started, grease the bowl and the dough with olive oil.|Cover the dough with a damp cloth and leave it to prove for an hour or until the size of the dough is doubled in volume.|After the dough has risen to double the volume, Punch the dough and knead it again. Divide the dough into 4 portions.|Take one of the portions and roll it into a circle that is 2mm thick like chapati. I used a plate to cut the round shape from the dough, so all my 4 portions are equal in size.|Grease the baking tray with olive oil and place the rolled dough on the baking tray. Spread pizza sauce on top of the rolled dough, leaving the edges.|Next take the second portion of the dough and roll it to the same size. Lift the roll carefully and place it on top of the first layer. Spread pizza sauce on top leaving the edges, like you did for the first layer.|Repeat step the same steps for two more layers. Do not spread the pizza sauce on top of the 4th and final layer.|Place a very small bowl or the mouth of a glass at the center of the layers. Using a sharp knife, slit the layers of dough sheets together into 4 (in a plus shape but leaving the center intact). Next cut in between the 4 portions and make 8 divisions(in a plus shape but leaving the center intact). Finally cut in between the 8 portions making 16 wedges throughout.|Like a braid, take two adjacent wedges and place each wedge on the opposite side and twist further till centre and form the petal in the centre. Similarly braid every 2 adjacent wedges by twisting and making a flower formation at the end of the work. Seal the edges when you are at the end of every braid twist.|Cover the flower with damp cloth and let it prove for another 30 minutes. Brush milk over the dough very gently without putting pressure.|Bake in a pre-heated oven at 180 degrees for 18 to 20 minutes or until the top is golden brown and the bottom edges are brown. Place on wire rack and immediately brush with olive oil and let cool.|Beautiful French Brioche Recipe (Savoury Version) is ready. Devour this yummy brioche for tea time snack or dinner. ",Jyothi Rajesh,Healthy Recipes|Breakfast Recipe Ideas,Homemade Bread Recipes
Eggless Coffee Souffle Recipe With Chocolate Sauce,https://www.archanaskitchen.com/eggless-coffee-souffle-recipe-with-chocolate-sauce,good,2803,4.906885479843,"Coffee Souffle Recipe With Chocolate Sauce is a puffed up and fluffy no-egg recipe from France. Once this pastry is baked and out from oven, the puffiness falls in 10 minutes or less, without affecting its taste, though! This Chocolate souffle is eggless and made without gelatin. A perfect dessert craving recipe to enjoy after dinner. The Mocha coffee enhance the flavor of the hot chocolate desires. Easy and tested recipe to enjoy for chocolate craving anytime. Serve Eggless Coffee Souffle Recipe With Chocolate Sauce as a sinful dessert recipe during evening. Here are a few more dessert recipes to try",French,Dessert,Vegetarian,10 M,15 M,Dark chocolate|Milk|Caster Sugar|All Purpose Flour (Maida)|Condensed Milk|Heavy whipping cream|Instant Coffee Powder|Icing Sugar,"To prepare Eggless Coffee Souffle Recipe With Chocolate Sauce, Preheat oven to 200°C.|Heat 1/2 cup milk in a non-stick pan. Add caster sugar and stir till it dissolves.|Place refined flour in a bowl, add remaining milk and whisk till smooth. Add condense milk,  Add the sweetened milk and whisk well.|Pour this mixture into a deep non-stick pan and cook, stirring continuously. Melt butter in the microwave oven and pour into a bowl.|Add this to the pan and whisk well so that there are no lumps. Cook till thick. Switch off heat and transfer into a bowl to cool to room temperature. You can cool it in a refrigerator.|Fold the heavy whipped cream into the chocolate custard and add melted dark chocolate, mocha coffee powder and chocolate sauce with a light hand. Grease 2 ramekin moulds and Pour the mixture into them upto ¾ full and bake in the preheated oven for 15-20 minutes.|The Eggless Coffee Souffle Recipe With Chocolate Sauce in the ramekin moulds will be ready in 15 minutes. sprinkle some icing sugar on the souffle and enjoy it hot.",Waagmi Soni,Tea Party Recipes|Chocolate Recipes|Coffee Recipes|Souffle Recipes,Dessert Recipes
French style Grilled Vegetables with Cheese Recipe,https://www.archanaskitchen.com/french-style-grilled-vegetables-with-cheese,good,237,4.9662447257384,"French style Grilled Vegetables with Cheese Recipe is a medley of grilled vegetables with some lip smacking cheese. It is delicious on its own, but you can also pair it with some   and grilled bread to make it a complete meal.  be made on the stove top or can be baked - I chose the latter.  Serve the French style Grilled Vegetables with Cheese Recipe before a nice meal of  .  Other French recipes that you can try : ",French,Appetizer,Vegetarian,10 M,45 M,Onion|Red Bell pepper (Capsicum)|Green Bell Pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Tomato|Green zucchini|Brinjal (Baingan / Eggplant)|Broccoli|Salt and Pepper|Extra Virgin Olive Oil|Garlic|Red Chilli flakes|Mixed Herbs (Dried)|Cheese,"To start the preparation of French style Grilled Vegetables with Cheese, blanch the tomato, skin it, dissed and chop fine. Mix a teaspoon of olive oil, pinch of salt and keep aside.|Slice all vegetables except broccoli into roundels of equal thickness, not too thin or thick.|In a skillet, add 1/2 teaspoon of oil and arrange these vegetables gently, sprinkle little salt and without disturbing them, let them cook for 2-3 minutes before switching off the flame.|Meanwhile heat the oven to 160 Degree Celsius.|Grease the baking dish with the rest of the oil, spread the diced tomatoes, add the crushed garlic, and arrange the slightly warmed veggies one by one in a nice layered kind of dish. Top with broccoli, salt and bake at 160 for 25-30 minutes (tent this towards the end if required).|For the last 3-4 minutes, add grated cheese, mixed herbs and grill till done.|Serve the French style Grilled Vegetables with Cheese Recipe before a nice meal of |.",Kalyani Srinath,Indian Lunch Recipes|Healthy Recipes|Broccoli Recipes|Brinjal Recipes (Eggplant / Baingan)|Zucchini Recipes,Continental Party Appetizer & Starter Recipes
Eggless Nutella Crepes With Strawberries Recipe,https://www.archanaskitchen.com/eggless-nutella-crepes-with-strawberries-recipe,good,2061,4.8195050946143,"Eggless Nutella Crepes With Strawberries Recipe is made from homemade eggless pancake batter. The crepes are smeared with Nutella and filled with strawberries to make them sweeter. This batter recipe yields about 10 crepes. Once you get a hang of swirling the batter and flipping the crepes well, you will like to make variations again and again. They are easy to prepare and quick as well and make a great breakfast. Explore more of the popular crepe recipes that we have",French,World Breakfast,Vegetarian,5 M,30 M,All Purpose Flour (Maida)|Milk|Water|Sugar|Vanilla Extract|Nutella Spread|Strawberries,"To prepare these Eggless Nutella Crepes With Strawberries Recipe, in a deep bowl mix the flour, milk, water, sugar, vanilla essence & the melted butter.|Using a whisk remove the lumps and beat until you get a smooth batter.|Keep a |on a medium flame, pour the batter in the center of the pan & tilt the pan in a circular motion so that the batter coats evenly on the surface of the pan.|Cook the crepes for 2 minutes or until the crepes turn light brown. Carefully lift the edge of the crepe to see if it is done, turn over the crepe and cook the other side for another minute till done.|Spread a generous amount of Nutella on the inner side of the crepe, fold it or roll it, garnish with roughly chopped strawberries and serve immediately with a glass of | to make a wholesome breakfast.",Soni Khadilkar,Vegetarian Recipes|Breakfast Recipe Ideas|Crepe Recipes|Eggless Cake Recipes (Egg Free Cake)|Strawberry Recipes,Crepe Recipes
Spinach And Tomato Quiche Recipe ,https://www.archanaskitchen.com/spinach-and-tomato-quiche-recipe,good,382,4.8403141361257,"Spinach and Tomato Quiche Recipe is a wonderful breakfast dish that you can have it in the morning. The recipe has simple ingredients and uses a pie crust that is filled with a savory mixture. Quiche are traditionally from France and they are referred to as an open puff pastry crust filled generally with egg, cream, milk and usually paired with chicken, seafood or a vegetable. In this recipe we have added spinach leaves to up you’re nutrients in you food that you eat. Spinach leaves have essential vitamins and minerals and more specifically it is rich in iron content. Serve the Spinach and Tomato Quiche Recipe along with a  by the side and cup of  to finish of your morning breakfast.  If you are looking for more Tart recipes here are some :   ",French,World Breakfast,Eggetarian,10 M,35 M,Whole Eggs|Milk|Spinach Leaves (Palak)|Onion|Garlic|Rosemary|Salt,"To begin making the Spinach and Tomato Quiche Recipe, make the |by following our instructions in the recipe link.|Pre heat the oven to 180 degree Celsius for 10 minutes. Make your tart pan ready and poke them with fork evenly, place a foil over it and drop in uncooked beans. This is done so that the pie crust will hold its shape after you blind bake it.|Place the tart tins in the oven for 15 minutes and blind bake it.  |To make the filling, heat a sauce pan with olive oil, add onions and garlic and saute them until it softens.|Add spinach leaves, sprinkle with salt and cook until all the water has evaporated. Finally season it with rosemary and switch off the heat.|Beat egg and milk in a bowl till it combines, add sautéed spinach and mix.|Take the tart tins out and remove the foil, pour this mixture onto the half-baked tarts and bake them again for 25 minutes.|Serve the Spinach and Tomato Quiche Recipe along with a |by the side and cup of| to finish of your morning breakfast.",Archana's Kitchen,Tomato Recipes|Spinach Recipes (Palak/Keerai)|Breakfast Recipe Ideas|Tart and Pie Recipes|Quiche Recipes|French Cuisine Recipes,Continental Food Recipes
Blueberry Parfait Recipe,https://www.archanaskitchen.com/blueberry-parfait-recipe,good,218,4.8302752293578,"The Blueberry Parfait Recipe is a delicious party dessert made with layers of biscuit, whipped cream and blueberries. You could use any berry of your choice and this will taste just delicious. You can also add flavors of liqueurs like orange or lemon to the whipped cream to enhance the flavor and taste of the parfait. Serve the Blueberry Parfait at your next party or you can also enjoy it for breakfast when you are craving something sweet. Other parfait recipes that you can try are:",French,Dessert,Vegetarian,15 M,300 M,Marie Biscuit|Sugar|Blueberries|Blueberry Jam|Heavy whipping cream|Vanilla Extract,"To begin making the Blueberry Parfait, combine the biscuit crumbs along with melted butter and icing sugar.|Whisk the cream and vanilla essence until it forms stiff peaks. Keep this aside|Now your final step is to layer the Blueberry Parfait into dessert glasses or cups.|Layer starting with biscuit crumbs, then alternatively keep adding the whipped cream, blueberries, jam, cream and finally top off with the blueberries.|Refrigerate the Blueberry Parfait for about 5 hours and serve as a dessert for the holiday parties.",Rekha Vengalil,Pudding Recipes|Blueberry Recipes,Dessert Recipes
High Protein Spinach Basil & Cheese Omelette Recipe,https://www.archanaskitchen.com/high-protein-spinach-basil-cheese-omelette-recipe,good,1094,4.7650822669104, is a healthy breakfast dish made by flavoring the omelette with basil paste and filling it with high protein and iron such as spinach and corn. Folded omelette are classic French style egg preparation made with various yummy filled stuffing.The stuffing can be seasonal or it can depend on the type nutrition needed for a diet. Serve the  along with toasted bread and a glass of  breakfast. If you are looking for more breakfast recipes here are some:,French,World Breakfast,Vegetarian,10 M,30 M,Whole Egg|Milk|Green Chilli|Garlic|Basil leaves|Sunflower Oil|Salt and Pepper|Spinach|Sweet corn|Tomato|Garlic|Cheese,"To begin making the High Protein Spinach Basil & Cheese Omelette Recipe , first prep all the ingredients and keep it ready.|Whisk the egg whites along with salt, pepper and milk, keep aside.|Heat oil in a|, add garlic, green chilli, spinach and sweet corn and slightly saute it for 3 minutes until the spinach has softened and all the moisture has evaporated.|In a small | add the beaten egg, season it with salt and pepper. poke holes onto the omelette.|Then add the filling onto one side of the omelette, cover and cook for 5 minutes till it is well done |Once done, fold the omelette and serve warm.|Serve the High Protein Spinach Basil & Cheese Omelette Recipe along with toasted bread and a glass of  breakfast.",Archana's Kitchen,Spinach Recipes (Palak/Keerai)|Breakfast Recipe Ideas|Bachelor Recipes|Sweet Corn Recipes|Quick & Easy Recipes|Cheese Recipes|Omelette (Frittata) Recipe|Basil Recipes,Omelette Recipes
Pissaladiere Recipe - Provencal Onion Tart Recipe,https://www.archanaskitchen.com/pissaladiere-recipe-provencal-onion-tart-recipe,good,289,4.9792387543253," is a tart dish which originated from southern france. The base of this classic Provencal Onion tart is made from the bread dough or the pizza dough that is thicker than a classic Italian Pizza. This tart is topped with caramelized onions, garlic and olives. You can also modify the traditional recipe by adding some tropical fruits or other favorite vegetables like green pepper or mushrooms too.  Serve Pissaladiere as an appetizer with  . Other recipes that you can try are:",French,Appetizer,Vegetarian,15 M,120 M,All Purpose Flour (Maida)|Extra Virgin Olive Oil|Lukewarm Water|Flax seeds|Onions|Tomatoes|Fresh Thyme leaves|Garlic|Salt and Pepper|Extra Virgin Olive Oil|Extra Virgin Olive Oil,"To begin making Pissaladiere Recipe, in a small bowl, stir in flaxseed powder with 3 tablespoons water and keep aside. It will thicken and fluff up in 3 minutes.|In a bowl of a | fitted with a dough hook attachment, combine the yeast and flour. Add the flax seeds mixture, oil and 1/4 cup of water. Beat on low speed until the dough forms a ball and comes clean from the sides of the bowl. This might take 5 to 8 minutes.|Put the dough into a | and cover with plastic wrap. Let the dough rest for 40 to 45 minutes or until  double in size.|While the dough is proofing we will make the caramelized onion topping.|In a large sauté pan, heat the oil over low heat. Add the garlic and sauté for few seconds. Add the onions and let it slowly cook until tender and lightly caramelized. You don't want the onion to burn, but be sweet and tender.|Add the chopped tomatoes and cook until all liquid is evaporated. Season with thyme, salt and pepper and turn off the heat. Cool down to room temperature.|Preheat the oven to 200 C.|Line a | with parchment paper and keep aside.|The next step is to make the Pissaladiere.  On a floured surface, roll the dough to a circle about 9 inches in diameter.|Place this on the baking sheet. Top with the onion mixture and olives. Let it rest for 20 minutes before baking.|Bake for about 30 minutes or until the crust is golden brown and the topping looks bubbly.|Once done, cool slightly, slice the Pissaladiere into wedges and serve.|Serve Pissaladiere as an appetizer with |.",Archana's Kitchen,Party Food Recipes|Vegetarian Recipes|Tea Party Recipes|Party Starter & Appetizer Recipes|Tart and Pie Recipes|New Year Party Recipes,Continental Party Appetizer & Starter Recipes
Dark Chocolate Pots De Crème Recipe,https://www.archanaskitchen.com/dark-chocolate-pots-de-creme-recipe,good,344,4.9098837209302,"Pots de Creme is a classic French dessert. It is delicious and creamy and it is simple recipe to make. Dark chocolate Pots de crème is a quick custard is whipped up using egg yolks, sugar and cream, which is then baked in a water bath. This dark chocolate variation is silky smooth, rich and decadent. Dark chocolate Pots de crème recipe tastes great both warm and cold, and is an elegant option for a make ahead dessert after  ! Each spoonful melts-in-your-mouth sinfully! If you like this recipe, take a look at more French Dessert recipes",French,Dessert,Vegetarian,15 M,40 M,Dark chocolate|Fresh cream|Caster Sugar|Instant Coffee Powder|Salt|Egg yolks|Vanilla Extract,"To prepare Dark chocolate Pots de crème recipe, preheat your | to 180 degrees Celsius/350 degrees Fahrenheit.|Chop up the chocolate and place in a mixing bowl.|In a |, heat together the cream, sugar, salt and coffee powder until the sugar dissolves, and the mixture starts bubbling around the edges.|Pour this cream mixture over the chocolate and mix until all the chocolate is melted. Let cool for 10 minutes.|Mix in the egg yolks and vanilla.|Pour the custard into small ramekins or oven safe serving bowls.|Place the ramekins/bowls into a larger baking pan. Fill the outer pan with water up to half the height of the ramekins.|Bake in preheated oven for 30-35 minutes until edges are set but center is still wobbly.|Remove the ramekins from the water bath and cool.|Garnish with shaved chocolate or whipped cream (optional).|Serve Dark chocolate Pots de crème recipe warm or at room temperature as a dessert during an |.",Archana's Kitchen,Party Food Recipes|Chocolate Recipes|Custard Recipes|New Year Party Recipes,Dessert Recipes
French Madeleine Recipe,https://www.archanaskitchen.com/french-madeleine-recipe,good,980,4.884693877551,"French Madeleine Recipe is made of sponge cake ingredients with a special procedure and added citrus zest. These are baked on Madeleine pan. Eggless madeleine did not turn out as good as the traditional ones. Just be gentle while folding in the batter so that all the air incorporated in the beaten eggs doesn't deflate. The dough texture is required to be airy. Serve this French Madeleine recipe during tea time along with Coffee or Tea, dunked in  . If you like this recipe, explore more recipes of tea cakes",French,Snack,Eggetarian,30 M,50 M,Whole Eggs|Sugar|All Purpose Flour (Maida)|Baking powder|Lemon zest|Vanilla Extract|Icing Sugar|Chocolate ganache,"To prepare French Madeleine Recipe, get prep with all the ingredients first.|In a mixing bowl, beat eggs and sugar in a | until it gets pale, thick and glossy. It will take around 5 minutes and will double up. (You might get worked up if you use hand whisk, since it takes time)|Add in the lemon/lime zest, vanilla extract (if using) and beat well till well mixed.|Heat butter in a pan until it just melts and switch off. Let it come to room temperature.|Now, sift in all-purpose flour and baking powder in the egg mixture.|Switch over to a spatula and using cut and fold technique mix well until you cannot see any more flour.|Add melted butter at room temperature and fold it well in the mixture without deflating much air.|Now comes the important step, cover the batter bowl with a cling film and refrigerate it for an hour. You can also make the batter one night ahead and refrigerate it overnight to save some time.|Preheat the |to 180 degree Celsius.|Meanwhile, grease a |with butter and using a mini ice-cream scoop, scoop in the batter into each madeleine cavity in the center. It will take shape as it bakes, you need not spread it fully.|Bake it around 8 to 10 minutes at 180 degree celsius until lightly browned on sides.|Cool French Madeleine on a wire rack.|Sprinkle icing sugar from top and dip it in melted chocolate/chocolate ganache, let it set. Or decorate the Fremch Madeleine recipe however you heart desires and enjoy during tea time.|Or store in an airtight container and keep refrigerated for a week.",Archana's Kitchen,Vegetarian Recipes|Tea Party Recipes|French Cuisine Recipes,Cake Recipes
Zesty Fish Quiche Recipe Flavored With Cheesy Garlic Mayo,https://www.archanaskitchen.com/zesty-fish-quiche-recipe-flavored-with-cheesy-garlic-mayo,good,832,4.9375,"The Zesty Fish Quiche Recipe is a twist to the classic french dish, where there is a crunchy tart crust that is filled with a zesty fish flavored With Cheesy Garlic Mayo. Quiche is basically a French savory tart making a use of meat or veggies in savory custard and baked to set. Quiche custard commonly is made using eggs, milk or cream, cheese and choice of filling. Fish goes very well cheesy and garlic and when filled in the tart along with egg, the outcome is irresistible. The best part of this Del Monte Cheesy garlic mayo is that it enhanced the flavors and richness of the quiche so beautifully that it really does not require any cream or milk or cheese in the recipe. All you need is Fish chunks, eggs, seasonings and  . This quiche is a must make if you are sea food lover. Serve the Zesty Fish Cheesy Garlic Mayo Quiche as a delicious party appetizer or as a main course for dinner along with a lettuce salad and garlic bread.",French,Appetizer,,40 M,60 M,All Purpose Flour (Maida)|Dried oregano|Salt|Chilled water|Fish fillet|Italian seasoning|Red Chilli flakes|Whole Eggs|Spring Onion (Bulb & Greens)|Extra Virgin Olive Oil|Salt|Black pepper powder,"To begin making the Zesty Fish Quiche Recipe Flavored With Cheesy Garlic Mayo, first prep all the ingredients and keep them ready on the cooking counter to begin work.|The first step is to make the crust for the zesty Fish Quiche. |Rub the cold butter with the flour and salt till it resembles coarse crumbs (some may also be pea size crumbs)|Add ice cold water. Using your fingers, mix very gently to bring the flour and butter mixture together to form a dough (do not work too much on the dough).|Wrap the dough in a cling film and refrigerate it for 30 minutes.|Take out the dough, place it between two parchment papers and roll it gently to form a circle of 14 inches diameter. Grease the tart pan.|Very gently place the rolled crust in the tart pan (9 inch) uniformly and cut out the extra portion|Pre-heat oven at 180 C degrees. Now fill the tart generously with pie weight, kidney beans or raw rice.|Bake the tart crust for 15 minutes until the crust is lightly golden.|Once done, allow it to cool for few minutes and very carefully remove the pie weight. Keep the tart crust aside.|Heat olive oil in a pan over medium heat. Add fish fillet, season it with salt and pepper.  Lightly sear it until just done. This takes about 4 to 5 minutes. Once the fish fillet is cooked, take it off the heat, allow it to cool and shred it into chunks.|In a bowl, add eggs, |, Italian seasonings, orange zest, salt and pepper. Beat it to mix them well.|Now, take the tart and layer it evenly with the cooked fish chunks. Evenly, sprinkle spring onions over the fish layer. Spoon the prepared egg and mayo mixture over the fish layer.|Bake the quiche in a preheated oven at 180 C for 35 to 40 minutes or until the zesty fish quiche is done and toothpick comes out clean.|Let the Zesty Fish Quiche rest in the oven for few more minutes.  Once it cools down a bit, cut into pies and serve warm.|Serve the Zesty Fish Cheesy Garlic Mayo Quiche as a delicious party appetizer or as a main course for dinner along with a lettuce salad and garlic bread.",Farrukh Aziz Ansari,Party Food Recipes|Quiche Recipes|Delmonte Mayo Recipes|Mayonnaise Recipes,Continental Food Recipes
